,Sentence #,Word,Tag,POS
37,2963,honra,O,NOUN
38,2963,.,O,PUNCT
0,2964,Sin,O,ADP
1,2964,embargo,O,NOUN
2,2964,",",O,PUNCT
3,2964,él,O,PRON
4,2964,estaba,O,AUX
5,2964,convencido,O,ADJ
6,2964,de,O,ADP
7,2964,que,O,SCONJ
8,2964,una,O,DET
9,2964,viuda,O,NOUN
10,2964,desconsolada,O,ADJ
11,2964,",",O,PUNCT
12,2964,más,O,ADV
13,2964,que,O,SCONJ
14,2964,cualquier,O,DET
15,2964,otra,O,DET
16,2964,mujer,O,NOUN
17,2964,",",O,PUNCT
18,2964,podía,O,AUX
19,2964,llevar,O,VERB
20,2964,adentro,O,ADV
21,2964,la,O,DET
22,2964,semilla,O,NOUN
23,2964,de,O,ADP
24,2964,la,O,DET
25,2964,felicidad,O,NOUN
26,2964,.,O,PUNCT
0,2965,Tantas,O,DET
1,2965,viudas,O,NOUN
2,2965,de,O,ADP
3,2965,su,O,DET
4,2965,vida,O,NOUN
5,2965,",",O,PUNCT
6,2965,desde,O,ADP
7,2965,la,O,DET
8,2965,viuda,O,NOUN
9,2965,de,O,ADP
10,2965,Nazaret,B-LOC,PROPN
11,2965,habían,O,AUX
12,2965,hecho,O,VERB
13,2965,posible,O,ADJ
14,2965,que,O,SCONJ
15,2965,él,O,PRON
16,2965,vislumbrara,O,VERB
17,2965,cómo,O,PRON
18,2965,eran,O,AUX
19,2965,las,O,DET
20,2965,casadas,O,NOUN
21,2965,felices,O,ADJ
22,2965,después,O,ADV
23,2965,de,O,ADP
24,2965,la,O,DET
25,2965,muerte,O,NOUN
26,2965,de,O,ADP
27,2965,sus,O,DET
28,2965,maridos,O,NOUN
29,2965,.,O,PUNCT
0,2966,Lo,O,DET
1,2966,que,O,PRON
2,2966,hasta,O,ADP
3,2966,entonces,O,ADV
4,2966,había,O,AUX
5,2966,sido,O,AUX
6,2966,para,O,ADP
7,2966,él,O,PRON
8,2966,una,O,DET
9,2966,mera,O,ADJ
10,2966,ilusión,O,NOUN
11,2966,se,O,PRON
12,2966,convirtió,O,VERB
13,2966,gracias,O,NOUN
14,2966,a,O,ADP
15,2966,ellas,O,PRON
16,2966,en,O,ADP
17,2966,una,O,DET
18,2966,posibilidad,O,NOUN
19,2966,que,O,PRON
20,2966,se,O,PRON
21,2966,podía,O,AUX
22,2966,coger,O,VERB
23,2966,con,O,ADP
24,2966,las,O,DET
25,2966,manos,O,NOUN
26,2966,.,O,PUNCT
0,2967,No,O,ADV
1,2967,encontraba,O,VERB
2,2967,razones,O,NOUN
3,2967,para,O,ADP
4,2967,que,O,SCONJ
5,2967,Fermina,B-PER,PROPN
6,2967,Daza,I-PER,PROPN
7,2967,no,O,ADV
8,2967,fuera,O,AUX
9,2967,una,O,DET
10,2967,viuda,O,NOUN
11,2967,igual,O,ADJ
12,2967,",",O,PUNCT
13,2967,preparada,O,ADJ
14,2967,por,O,ADP
15,2967,la,O,DET
16,2967,vida,O,NOUN
17,2967,para,O,ADP
18,2967,aceptarlo,O,NOUN
19,2967,a,O,ADP
20,2967,él,O,PRON
21,2967,tal,O,NOUN
22,2967,como,O,SCONJ
23,2967,era,O,NOUN
24,2967,",",O,PUNCT
25,2967,sin,O,ADP
26,2967,fantasías,O,NOUN
27,2967,de,O,ADP
28,2967,culpa,O,NOUN
29,2967,por,O,ADP
30,2967,el,O,DET
31,2967,marido,O,NOUN
32,2967,muerto,O,ADJ
33,2967,",",O,PUNCT
34,2967,resuelta,O,ADJ
35,2967,a,O,ADP
36,2967,descubrir,O,VERB
37,2967,con,O,ADP
38,2967,él,O,PRON
39,2967,la,O,DET
40,2967,otra,O,DET
41,2967,felicidad,O,NOUN
42,2967,de,O,ADP
43,2967,ser,O,AUX
44,2967,feliz,O,ADJ
45,2967,dos,O,NUM
46,2967,veces,O,NOUN
47,2967,",",O,PUNCT
48,2967,con,O,ADP
49,2967,un,O,DET
50,2967,amor,O,NOUN
51,2967,de,O,ADP
52,2967,uso,O,NOUN
53,2967,cotidiano,O,ADJ
54,2967,que,O,PRON
55,2967,convirtiera,O,VERB
56,2967,cada,O,DET
57,2967,instante,O,NOUN
58,2967,en,O,ADP
59,2967,un,O,DET
60,2967,milagro,O,NOUN
61,2967,de,O,ADP
62,2967,vivir,O,VERB
63,2967,",",O,PUNCT
64,2967,y,O,CCONJ
65,2967,con,O,ADP
66,2967,otro,O,DET
67,2967,amor,O,NOUN
68,2967,de,O,ADP
69,2967,ella,O,PRON
70,2967,sola,O,ADJ
71,2967,preservado,O,ADJ
72,2967,de,O,ADP
73,2967,todo,O,DET
74,2967,contagio,O,NOUN
75,2967,por,O,ADP
76,2967,la,O,DET
77,2967,inmunidad,O,NOUN
78,2967,de,O,ADP
79,2967,la,O,DET
80,2967,muerte,O,NOUN
81,2967,.,O,PUNCT
0,2968,Tal,O,NOUN
1,2968,vez,O,NOUN
2,2968,no,O,ADV
3,2968,habría,O,AUX
4,2968,sido,O,AUX
5,2968,tan,O,ADV
6,2968,entusiasta,O,ADJ
7,2968,si,O,SCONJ
8,2968,hubiera,O,AUX
9,2968,sospechado,O,VERB
10,2968,siquiera,O,ADV
11,2968,qué,O,PRON
12,2968,lejos,O,ADV
13,2968,estaba,O,AUX
14,2968,Fermina,B-PER,PROPN
15,2968,Daza,I-PER,PROPN
16,2968,de,O,ADP
17,2968,aquellos,O,DET
18,2968,cálculos,O,NOUN
19,2968,ilusorios,O,ADJ
20,2968,",",O,PUNCT
21,2968,cuando,O,SCONJ
22,2968,apenas,O,ADV
23,2968,empezaba,O,AUX
24,2968,a,O,ADP
25,2968,vislumbrar,O,VERB
26,2968,el,O,DET
27,2968,horizonte,O,NOUN
28,2968,de,O,ADP
29,2968,un,O,DET
30,2968,mundo,O,NOUN
31,2968,en,O,ADP
32,2968,el,O,DET
33,2968,que,O,PRON
34,2968,todo,O,PRON
35,2968,estaba,O,AUX
36,2968,previsto,O,ADJ
37,2968,",",O,PUNCT
38,2968,menos,O,ADV
39,2968,la,O,DET
40,2968,adversidad,O,NOUN
41,2968,.,O,PUNCT
0,2969,Ser,O,AUX
1,2969,rico,O,ADJ
2,2969,en,O,ADP
3,2969,aquel,O,DET
4,2969,tiempo,O,NOUN
5,2969,tenía,O,VERB
6,2969,muchas,O,DET
7,2969,ventajas,O,NOUN
8,2969,",",O,PUNCT
9,2969,y,O,CCONJ
10,2969,también,O,ADV
11,2969,muchas,O,DET
12,2969,desventajas,O,NOUN
13,2969,",",O,PUNCT
14,2969,por,O,ADP
15,2969,supuesto,O,NOUN
16,2969,",",O,PUNCT
17,2969,pero,O,CCONJ
18,2969,medio,O,NUM
19,2969,mundo,O,NOUN
20,2969,lo,O,PRON
21,2969,anhelaba,O,VERB
22,2969,como,O,SCONJ
23,2969,la,O,DET
24,2969,posibilidad,O,NOUN
25,2969,más,O,ADV
26,2969,probable,O,ADJ
27,2969,de,O,ADP
28,2969,ser,O,AUX
29,2969,eterno,O,ADJ
30,2969,.,O,PUNCT
0,2970,Fermina,B-PER,PROPN
1,2970,Daza,I-PER,PROPN
2,2970,había,O,AUX
3,2970,rechazado,O,VERB
4,2970,a,O,ADP
5,2970,Florentino,B-PER,PROPN
6,2970,Ariza,I-PER,PROPN
7,2970,en,O,ADP
8,2970,un,O,DET
9,2970,destello,O,NOUN
10,2970,de,O,ADP
11,2970,madurez,O,NOUN
12,2970,que,O,PRON
13,2970,pagó,O,VERB
14,2970,de,O,ADP
15,2970,inmediato,O,NOUN
16,2970,con,O,ADP
17,2970,una,O,DET
18,2970,por,O,ADP
19,2970,segunda,O,ADJ
20,2970,vez,O,NOUN
21,2970,para,O,ADP
22,2970,una,O,DET
23,2970,visita,O,NOUN
24,2970,médica,O,ADJ
25,2970,no,O,ADV
26,2970,solicitada,O,ADJ
27,2970,.,O,PUNCT
0,2971,Las,O,DET
1,2971,conversaciones,O,NOUN
2,2971,con,O,ADP
3,2971,la,O,DET
4,2971,prima,O,NOUN
5,2971,Hildebranda,B-PER,PROPN
6,2971,acabaron,O,AUX
7,2971,de,O,ADP
8,2971,confundirla,O,NOUN
9,2971,.,O,PUNCT
0,2972,Por,O,ADP
1,2972,su,O,DET
2,2972,propia,O,DET
3,2972,situación,O,NOUN
4,2972,de,O,ADP
5,2972,víctima,O,NOUN
6,2972,",",O,PUNCT
7,2972,ésta,O,PRON
8,2972,tendía,O,VERB
9,2972,a,O,ADP
10,2972,identificarse,O,VERB
11,2972,con,O,ADP
12,2972,Florentino,B-PER,PROPN
13,2972,Ariza,I-PER,PROPN
14,2972,",",O,PUNCT
15,2972,olvidándose,O,VERB
16,2972,incluso,O,ADV
17,2972,de,O,ADP
18,2972,que,O,SCONJ
19,2972,quizás,O,ADV
20,2972,Lorenzo,B-PER,PROPN
21,2972,Daza,I-PER,PROPN
22,2972,la,O,PRON
23,2972,había,O,AUX
24,2972,hecho,O,VERB
25,2972,venir,O,VERB
26,2972,para,O,ADP
27,2972,que,O,SCONJ
28,2972,influyera,O,VERB
29,2972,en,O,ADP
30,2972,favor,O,NOUN
31,2972,del,O,ADP
32,2972,doctor,O,NOUN
33,2972,Urbino,B-PER,PROPN
34,2972,.,O,PUNCT
0,2973,Dios,B-PER,PROPN
1,2973,conocía,O,VERB
2,2973,el,O,DET
3,2973,esfuerzo,O,NOUN
4,2973,que,O,PRON
5,2973,hizo,O,VERB
6,2973,Fermina,B-PER,PROPN
7,2973,Daza,I-PER,PROPN
8,2973,para,O,ADP
9,2973,no,O,ADV
10,2973,acompañarla,O,VERB
11,2973,cuando,O,SCONJ
12,2973,la,O,DET
13,2973,prima,O,NOUN
14,2973,fue,O,AUX
15,2973,a,O,ADP
16,2973,conocer,O,VERB
17,2973,a,O,ADP
18,2973,Florentino,B-PER,PROPN
19,2973,Ariza,I-PER,PROPN
20,2973,en,O,ADP
21,2973,la,O,DET
22,2973,oficina,O,NOUN
23,2973,del,O,ADP
24,2973,telégrafo,O,NOUN
25,2973,.,O,PUNCT
0,2974,También,O,ADV
1,2974,ella,O,PRON
2,2974,hubiera,O,AUX
3,2974,querido,O,VERB
4,2974,verlo,O,VERB
5,2974,otra,O,DET
6,2974,vez,O,NOUN
7,2974,para,O,ADP
8,2974,confrontarlo,O,NOUN
9,2974,con,O,ADP
10,2974,sus,O,DET
11,2974,dudas,O,NOUN
12,2974,",",O,PUNCT
13,2974,hablar,O,VERB
14,2974,con,O,ADP
15,2974,él,O,PRON
16,2974,a,O,ADP
17,2974,solas,O,NOUN
18,2974,",",O,PUNCT
19,2974,conocerlo,O,ADJ
20,2974,a,O,ADP
21,2974,fondo,O,NOUN
22,2974,para,O,ADP
23,2974,estar,O,AUX
24,2974,segura,O,ADJ
25,2974,de,O,ADP
26,2974,que,O,SCONJ
27,2974,su,O,DET
28,2974,decisión,O,NOUN
29,2974,impulsiva,O,ADJ
30,2974,no,O,ADV
31,2974,iba,O,AUX
32,2974,a,O,ADP
33,2974,precipitarla,O,VERB
34,2974,a,O,ADP
35,2974,otra,O,DET
36,2974,más,O,ADV
37,2974,grave,O,ADJ
38,2974,",",O,PUNCT
39,2974,que,O,PRON
40,2974,era,O,AUX
41,2974,capitular,O,VERB
42,2974,en,O,ADP
43,2974,la,O,DET
44,2974,guerra,O,NOUN
45,2974,personal,O,ADJ
46,2974,contra,O,ADP
47,2974,su,O,DET
48,2974,padre,O,NOUN
49,2974,.,O,PUNCT
0,2975,Pero,O,CCONJ
1,2975,lo,O,PRON
2,2975,hizo,O,VERB
3,2975,",",O,PUNCT
4,2975,en,O,ADP
5,2975,el,O,DET
6,2975,minuto,O,NOUN
7,2975,crucial,O,ADJ
8,2975,de,O,ADP
9,2975,su,O,DET
10,2975,vida,O,NOUN
11,2975,",",O,PUNCT
12,2975,sin,O,ADP
13,2975,tomar,O,VERB
14,2975,en,O,ADP
15,2975,cuenta,O,NOUN
16,2975,para,O,ADP
17,2975,nada,O,PRON
18,2975,la,O,DET
19,2975,belleza,O,NOUN
20,2975,viril,O,ADJ
21,2975,del,O,ADP
22,2975,pretendiente,O,NOUN
23,2975,",",O,PUNCT
24,2975,ni,O,CCONJ
25,2975,su,O,DET
26,2975,riqueza,O,NOUN
27,2975,legendaria,O,ADJ
28,2975,",",O,PUNCT
29,2975,ni,O,CCONJ
30,2975,su,O,DET
31,2975,gloria,O,NOUN
32,2975,temprana,O,ADJ
33,2975,",",O,PUNCT
34,2975,ni,O,CCONJ
35,2975,ninguno,O,PRON
36,2975,de,O,ADP
37,2975,sus,O,DET
38,2975,tantos,O,DET
39,2975,méritos,O,NOUN
40,2975,reales,O,ADJ
41,2975,",",O,PUNCT
42,2975,sino,O,CCONJ
43,2975,aturdida,O,ADJ
44,2975,por,O,ADP
45,2975,el,O,DET
46,2975,miedo,O,NOUN
47,2975,de,O,ADP
48,2975,la,O,DET
49,2975,oportunidad,O,NOUN
50,2975,que,O,PRON
51,2975,se,O,PRON
52,2975,le,O,PRON
53,2975,iba,O,VERB
54,2975,y,O,CCONJ
55,2975,la,O,DET
56,2975,inminencia,O,NOUN
57,2975,de,O,ADP
58,2975,los,O,DET
59,2975,veintiún,O,NUM
60,2975,años,O,NOUN
61,2975,",",O,PUNCT
62,2975,que,O,PRON
63,2975,era,O,AUX
64,2975,su,O,DET
65,2975,límite,O,NOUN
66,2975,confidencial,O,ADJ
67,2975,para,O,ADP
68,2975,rendirse,O,VERB
69,2975,al,O,ADP
70,2975,destino,O,NOUN
71,2975,.,O,PUNCT
0,2976,Le,O,PRON
1,2976,bastó,O,VERB
2,2976,ese,O,DET
3,2976,minuto,O,NOUN
4,2976,único,O,ADJ
5,2976,para,O,ADP
6,2976,asumir,O,VERB
7,2976,la,O,DET
8,2976,decisión,O,NOUN
9,2976,como,O,SCONJ
10,2976,estaba,O,AUX
11,2976,previsto,O,ADJ
12,2976,en,O,ADP
13,2976,las,O,DET
14,2976,leyes,O,NOUN
15,2976,de,O,ADP
16,2976,Dios,B-PER,PROPN
17,2976,y,O,CCONJ
18,2976,de,O,ADP
19,2976,los,O,DET
20,2976,hombres,O,NOUN
21,2976,:,O,PUNCT
22,2976,hasta,O,ADP
23,2976,la,O,DET
24,2976,muerte,O,NOUN
25,2976,.,O,PUNCT
0,2977,Entonces,O,ADV
1,2977,se,O,PRON
2,2977,disiparon,O,VERB
3,2977,todas,O,DET
4,2977,las,O,DET
5,2977,dudas,O,NOUN
6,2977,",",O,PUNCT
7,2977,y,O,CCONJ
8,2977,pudo,O,AUX
9,2977,hacer,O,VERB
10,2977,sin,O,ADP
11,2977,remordimientos,O,NOUN
12,2977,lo,O,DET
13,2977,que,O,PRON
14,2977,la,O,DET
15,2977,razón,O,NOUN
16,2977,le,O,PRON
17,2977,indicó,O,VERB
18,2977,como,O,SCONJ
19,2977,lo,O,DET
20,2977,más,O,ADV
21,2977,decente,O,ADJ
22,2977,:,O,PUNCT
23,2977,pasó,O,VERB
24,2977,una,O,DET
25,2977,esponja,O,NOUN
26,2977,sin,O,ADP
27,2977,lágrimas,O,NOUN
28,2977,por,O,ADP
29,2977,encima,O,ADV
30,2977,del,O,ADP
31,2977,recuerdo,O,NOUN
32,2977,de,O,ADP
33,2977,Florentino,B-PER,PROPN
34,2977,Ariza,I-PER,PROPN
35,2977,",",O,PUNCT
36,2977,lo,O,DET
37,2977,borró,O,VERB
38,2977,por,O,ADP
39,2977,completo,O,NOUN
40,2977,",",O,PUNCT
41,2977,y,O,CCONJ
42,2977,en,O,ADP
43,2977,el,O,DET
44,2977,espacio,O,NOUN
45,2977,que,O,PRON
46,2977,él,O,PRON
47,2977,ocupaba,O,VERB
48,2977,en,O,ADP
49,2977,su,O,DET
50,2977,memoria,O,NOUN
51,2977,dejó,O,VERB
52,2977,que,O,SCONJ
53,2977,floreciera,O,VERB
54,2977,una,O,DET
55,2977,pradera,O,NOUN
56,2977,de,O,ADP
57,2977,amapolas,O,NOUN
58,2977,.,O,PUNCT
0,2978,Lo,O,DET
1,2978,único,O,ADJ
2,2978,que,O,PRON
3,2978,se,O,PRON
4,2978,permitió,O,VERB
5,2978,fue,O,AUX
6,2978,un,O,DET
7,2978,suspiro,O,NOUN
8,2978,más,O,ADV
9,2978,hondo,O,ADJ
10,2978,que,O,SCONJ
11,2978,de,O,ADP
12,2978,costumbre,O,NOUN
13,2978,",",O,PUNCT
14,2978,el,O,DET
15,2978,último,O,ADJ
16,2978,:,O,PUNCT
17,2978,"""",O,PUNCT
18,2978,Pobre,O,ADJ
19,2978,hombre,O,NOUN
20,2978,!,O,PUNCT
21,2978,"""",O,PUNCT
22,2978,.,O,PUNCT
0,2979,Las,O,DET
1,2979,dudas,O,NOUN
2,2979,más,O,ADV
3,2979,temibles,O,ADJ
4,2979,",",O,PUNCT
5,2979,sin,O,ADP
6,2979,embargo,O,NOUN
7,2979,",",O,PUNCT
8,2979,empezaron,O,AUX
9,2979,tan,O,ADV
10,2979,pronto,O,ADV
11,2979,como,O,SCONJ
12,2979,regresó,O,VERB
13,2979,del,O,ADP
14,2979,viaje,O,NOUN
15,2979,de,O,ADP
16,2979,bodas,O,NOUN
17,2979,.,O,PUNCT
0,2980,No,O,ADV
1,2980,bien,O,ADV
2,2980,acabaron,O,AUX
3,2980,de,O,ADP
4,2980,abrir,O,VERB
5,2980,los,O,DET
6,2980,baúles,O,NOUN
7,2980,",",O,PUNCT
8,2980,desempacar,O,VERB
9,2980,los,O,DET
10,2980,muebles,O,NOUN
11,2980,y,O,CCONJ
12,2980,desocupar,O,VERB
13,2980,las,O,DET
14,2980,once,O,NUM
15,2980,cajas,O,NOUN
16,2980,que,O,PRON
17,2980,trajo,O,VERB
18,2980,para,O,ADP
19,2980,tomar,O,VERB
20,2980,posesión,O,NOUN
21,2980,de,O,ADP
22,2980,ama,O,NOUN
23,2980,y,O,CCONJ
24,2980,señora,O,NOUN
25,2980,del,O,ADP
26,2980,antiguo,O,ADJ
27,2980,palacio,O,NOUN
28,2980,del,O,ADP
29,2980,Marqués,B-PER,PROPN
30,2980,de,I-PER,ADP
31,2980,Casalduero,I-PER,PROPN
32,2980,",",O,PUNCT
33,2980,y,O,CCONJ
34,2980,ya,O,ADV
35,2980,se,O,PRON
36,2980,había,O,AUX
37,2980,dado,O,VERB
38,2980,cuenta,O,NOUN
39,2980,con,O,ADP
40,2980,un,O,DET
41,2980,vahído,O,NOUN
42,2980,mortal,O,ADJ
43,2980,que,O,PRON
44,2980,estaba,O,AUX
45,2980,prisionera,O,ADJ
46,2980,en,O,ADP
47,2980,la,O,DET
48,2980,casa,O,NOUN
49,2980,equivocada,O,ADJ
50,2980,",",O,PUNCT
51,2980,y,O,CCONJ
52,2980,peor,O,ADJ
53,2980,aún,O,ADV
54,2980,",",O,PUNCT
55,2980,con,O,ADP
56,2980,el,O,DET
57,2980,hombre,O,NOUN
58,2980,que,O,PRON
59,2980,no,O,ADV
60,2980,era,O,AUX
61,2980,.,O,PUNCT
0,2981,Era,O,AUX
1,2981,cierto,O,ADJ
2,2981,:,O,PUNCT
3,2981,aquella,O,DET
4,2981,mujer,O,NOUN
5,2981,hermosa,O,ADJ
6,2981,",",O,PUNCT
7,2981,inteligente,O,ADJ
8,2981,",",O,PUNCT
9,2981,de,O,ADP
10,2981,una,O,DET
11,2981,sensibilidad,O,NOUN
12,2981,humana,O,ADJ
13,2981,nada,O,ADV
14,2981,común,O,ADJ
15,2981,en,O,ADP
16,2981,su,O,DET
17,2981,medio,O,NOUN
18,2981,",",O,PUNCT
19,2981,había,O,AUX
20,2981,sido,O,AUX
21,2981,durante,O,ADP
22,2981,casi,O,ADV
23,2981,cuarenta,O,NUM
24,2981,años,O,NOUN
25,2981,el,O,DET
26,2981,alma,O,NOUN
27,2981,y,O,CCONJ
28,2981,el,O,DET
29,2981,cuerpo,O,NOUN
30,2981,de,O,ADP
31,2981,su,O,DET
32,2981,paraíso,O,NOUN
33,2981,social,O,ADJ
34,2981,.,O,PUNCT
0,2982,La,O,DET
1,2982,viudez,O,NOUN
2,2982,la,O,PRON
3,2982,había,O,AUX
4,2982,amargado,O,VERB
5,2982,hasta,O,ADP
6,2982,el,O,DET
7,2982,punto,O,NOUN
8,2982,de,O,ADP
9,2982,no,O,ADV
10,2982,creerse,O,VERB
11,2982,que,O,SCONJ
12,2982,fuera,O,ADV
13,2982,la,O,DET
14,2982,misma,O,PRON
15,2982,",",O,PUNCT
16,2982,y,O,CCONJ
17,2982,la,O,DET
18,2982,había,O,AUX
19,2982,vuelto,O,VERB
20,2982,fofa,O,ADJ
21,2982,y,O,CCONJ
22,2982,agria,O,ADJ
23,2982,",",O,PUNCT
24,2982,y,O,CCONJ
25,2982,enemiga,O,ADJ
26,2982,del,O,ADP
27,2982,mundo,O,NOUN
28,2982,.,O,PUNCT
0,2983,La,O,DET
1,2983,única,O,ADJ
2,2983,explicación,O,NOUN
3,2983,posible,O,ADJ
4,2983,de,O,ADP
5,2983,su,O,DET
6,2983,degradación,O,NOUN
7,2983,era,O,AUX
8,2983,el,O,DET
9,2983,rencor,O,NOUN
10,2983,de,O,ADP
11,2983,que,O,SCONJ
12,2983,el,O,DET
13,2983,esposo,O,NOUN
14,2983,se,O,PRON
15,2983,hubiera,O,AUX
16,2983,sacrificado,O,VERB
17,2983,a,O,ADP
18,2983,conciencia,O,NOUN
19,2983,por,O,ADP
20,2983,una,O,DET
21,2983,montonera,O,NOUN
22,2983,de,O,ADP
23,2983,negros,O,NOUN
24,2983,",",O,PUNCT
25,2983,como,O,SCONJ
26,2983,ella,O,PRON
27,2983,decía,O,VERB
28,2983,",",O,PUNCT
29,2983,cuando,O,SCONJ
30,2983,el,O,DET
31,2983,único,O,ADJ
32,2983,sacrificio,O,NOUN
33,2983,justo,O,ADJ
34,2983,hubiera,O,AUX
35,2983,sido,O,AUX
36,2983,el,O,DET
37,2983,de,O,ADP
38,2983,sobrevivir,O,VERB
39,2983,para,O,ADP
40,2983,ella,O,PRON
41,2983,.,O,PUNCT
0,2984,En,O,ADP
1,2984,todo,O,PRON
2,2984,caso,O,NOUN
3,2984,",",O,PUNCT
4,2984,el,O,DET
5,2984,matrimonio,O,NOUN
6,2984,feliz,O,ADJ
7,2984,de,O,ADP
8,2984,Fermina,B-PER,PROPN
9,2984,Daza,I-PER,PROPN
10,2984,había,O,AUX
11,2984,durado,O,VERB
12,2984,lo,O,DET
13,2984,que,O,PRON
14,2984,el,O,DET
15,2984,viaje,O,NOUN
16,2984,de,O,ADP
17,2984,bodas,O,NOUN
18,2984,",",O,PUNCT
19,2984,y,O,CCONJ
20,2984,el,O,DET
21,2984,único,O,ADJ
22,2984,que,O,PRON
23,2984,podía,O,AUX
24,2984,ayudarla,O,VERB
25,2984,a,O,ADP
26,2984,impedir,O,VERB
27,2984,el,O,DET
28,2984,naufragio,O,NOUN
29,2984,final,O,ADJ
30,2984,estaba,O,AUX
31,2984,paralizado,O,ADJ
32,2984,de,O,ADP
33,2984,terror,O,NOUN
34,2984,ante,O,ADP
35,2984,la,O,DET
36,2984,potestad,O,NOUN
37,2984,de,O,ADP
38,2984,la,O,DET
39,2984,madre,O,NOUN
40,2984,.,O,PUNCT
0,2985,Ella,O,PRON
1,2985,lo,O,PRON
2,2985,había,O,AUX
3,2985,sentido,O,VERB
4,2985,salir,O,VERB
5,2985,de,O,ADP
6,2985,su,O,DET
7,2985,cuerpo,O,NOUN
8,2985,con,O,ADP
9,2985,el,O,DET
10,2985,alivio,O,NOUN
11,2985,de,O,ADP
12,2985,liberarse,O,NOUN
13,2985,de,O,ADP
14,2985,algo,O,PRON
15,2985,que,O,PRON
16,2985,no,O,ADV
17,2985,era,O,AUX
18,2985,suyo,O,DET
19,2985,",",O,PUNCT
20,2985,y,O,CCONJ
21,2985,había,O,AUX
22,2985,sufrido,O,VERB
23,2985,el,O,DET
24,2985,espanto,O,NOUN
25,2985,de,O,ADP
26,2985,sí,O,PRON
27,2985,misma,O,DET
28,2985,al,O,ADP
29,2985,comprobar,O,AUX
30,2985,que,O,SCONJ
31,2985,no,O,ADV
32,2985,sentía,O,VERB
33,2985,el,O,DET
34,2985,menor,O,ADJ
35,2985,afecto,O,NOUN
36,2985,por,O,ADP
37,2985,aquel,O,DET
38,2985,repente,O,NOUN
39,2985,a,O,ADP
40,2985,los,O,DET
41,2985,quince,O,NUM
42,2985,días,O,NOUN
43,2985,",",O,PUNCT
44,2985,y,O,CCONJ
45,2985,siguió,O,VERB
46,2985,por,O,ADP
47,2985,varios,O,DET
48,2985,años,O,NOUN
49,2985,con,O,ADP
50,2985,el,O,DET
51,2985,músico,O,NOUN
52,2985,mayor,O,ADJ
53,2985,del,O,ADP
54,2985,seminario,O,NOUN
55,2985,",",O,PUNCT
56,2985,cuyo,O,PRON
57,2985,aliento,O,NOUN
58,2985,de,O,ADP
59,2985,sepulturero,O,NOUN
60,2985,distorsionaba,O,VERB
61,2985,los,O,DET
62,2985,arpegios,O,NOUN
63,2985,.,O,PUNCT
0,2986,Ella,O,PRON
1,2986,misma,O,DET
2,2986,estaba,O,AUX
3,2986,sorprendida,O,ADJ
4,2986,de,O,ADP
5,2986,su,O,DET
6,2986,obediencia,O,NOUN
7,2986,.,O,PUNCT
0,2987,Pues,O,SCONJ
1,2987,aunque,O,SCONJ
2,2987,no,O,ADV
3,2987,lo,O,PRON
4,2987,admitía,O,VERB
5,2987,en,O,ADP
6,2987,su,O,DET
7,2987,fuero,O,NOUN
8,2987,interno,O,ADJ
9,2987,",",O,PUNCT
10,2987,ni,O,CCONJ
11,2987,en,O,ADP
12,2987,los,O,DET
13,2987,pleitos,O,NOUN
14,2987,sordos,O,ADJ
15,2987,que,O,PRON
16,2987,tenía,O,VERB
17,2987,con,O,ADP
18,2987,su,O,DET
19,2987,marido,O,NOUN
20,2987,en,O,ADP
21,2987,las,O,DET
22,2987,horas,O,NOUN
23,2987,que,O,PRON
24,2987,antes,O,ADV
25,2987,consagraban,O,VERB
26,2987,al,O,ADP
27,2987,amor,O,NOUN
28,2987,",",O,PUNCT
29,2987,se,O,PRON
30,2987,había,O,AUX
31,2987,enredado,O,VERB
32,2987,más,O,ADV
33,2987,pronto,O,ADV
34,2987,de,O,ADP
35,2987,lo,O,DET
36,2987,que,O,PRON
37,2987,ella,O,PRON
38,2987,creía,O,VERB
39,2987,en,O,ADP
40,2987,la,O,DET
41,2987,maraña,O,NOUN
42,2987,de,O,ADP
43,2987,convenciones,O,NOUN
44,2987,y,O,CCONJ
45,2987,prejuicios,O,NOUN
46,2987,de,O,ADP
47,2987,su,O,DET
48,2987,nuevo,O,ADJ
49,2987,mundo,O,NOUN
50,2987,.,O,PUNCT
0,2988,Al,O,ADP
1,2988,principio,O,NOUN
2,2988,tenía,O,VERB
3,2988,una,O,DET
4,2988,frase,O,NOUN
5,2988,ritual,O,ADJ
6,2988,para,O,ADP
7,2988,afirmar,O,VERB
8,2988,su,O,DET
9,2988,libertad,O,NOUN
10,2988,de,O,ADP
11,2988,criterio,O,NOUN
12,2988,:,O,PUNCT
13,2988,"""",O,PUNCT
14,2988,A,O,ADP
15,2988,la,O,DET
16,2988,mierda,O,NOUN
17,2988,abanico,O,NOUN
18,2988,que,O,PRON
19,2988,es,O,AUX
20,2988,tiempo,O,NOUN
21,2988,de,O,ADP
22,2988,brisa,O,NOUN
23,2988,"""",O,PUNCT
24,2988,.,O,PUNCT
0,2989,Pero,O,CCONJ
1,2989,después,O,ADV
2,2989,",",O,PUNCT
3,2989,celosa,O,ADJ
4,2989,de,O,ADP
5,2989,sus,O,DET
6,2989,privilegios,O,NOUN
7,2989,bien,O,ADV
8,2989,ganados,O,ADJ
9,2989,",",O,PUNCT
10,2989,temerosa,O,ADJ
11,2989,de,O,ADP
12,2989,la,O,DET
13,2989,vergüenza,O,NOUN
